url,domain_name,registrar,whois_server,referral_url,updated_date,creation_date,expiration_date,name_servers,status,emails,dnssec,name,org,address,city,state,registrant_postal_code,country
7866361,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866360,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866359,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866358,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866357,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866356,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866355,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866354,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866353,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866350,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866349,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866348,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866347,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866346,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866345,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866344,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866343,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866342,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866341,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866340,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866339,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866338,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866337,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866336,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866335,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866334,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866333,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866332,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866331,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866330,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866329,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866327,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866326,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866325,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866324,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866323,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866322,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866321,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866320,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866319,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866318,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866317,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866316,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866315,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866314,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866313,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866312,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866311,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866310,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866309,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866308,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866307,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866306,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866305,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866304,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866303,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866302,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866301,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866299,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866298,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866296,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866295,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866294,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866293,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866292,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866291,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866290,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866289,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866288,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866287,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866286,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866285,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866284,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866283,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866282,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866281,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866280,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866279,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866278,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866277,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866276,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866275,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866274,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866273,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866272,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866271,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866270,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866269,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866268,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866267,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866266,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866265,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866264,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866263,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866262,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866261,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866260,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866259,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866258,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866257,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866256,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866254,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866253,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866252,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866250,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866249,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866248,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866247,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866246,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866245,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866244,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866243,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866242,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866241,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866240,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866239,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866238,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866237,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866236,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866235,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866234,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866233,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866232,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866231,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866230,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866229,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866228,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866227,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866226,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866225,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866224,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866223,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866222,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866221,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866220,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866219,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866218,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866217,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866216,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866215,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866214,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866213,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866212,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866211,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866210,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866209,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866208,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866207,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866206,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866205,WEEBLYSITE.COM,Safenames Ltd,whois.safenames.net,None,2021-12-19 08:38:39,2012-12-19 04:07:22,2022-12-19 04:07:22,DNS1.P08.NSONE.NET,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@safenames.net,unsigned,"Data protected, not disclosed",None,"['460 Bryant St.', '100']",San Francisco,CA,94107,US
7866204,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866203,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866202,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866201,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866199,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866198,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866197,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866196,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866195,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866194,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866193,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866192,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866191,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866190,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866189,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866188,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866187,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866186,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866185,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866183,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866182,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866181,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866180,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866179,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866178,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866177,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866176,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866174,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866173,fleek.co,1API GmbH,whois.1api.net,None,2022-07-14 07:35:14,2020-03-06 23:34:05,2024-03-06 23:34:05,rihana.ns.cloudflare.com,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@1api.net,unsigned,REDACTED FOR PRIVACY,Registrant of fleek.co,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,West Yorkshire,REDACTED FOR PRIVACY,GB
7866172,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866171,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866170,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866169,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866168,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866166,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866165,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866164,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866163,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866162,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866161,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866160,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866159,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866158,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866157,BAKRY-GALA.COM,"NICENIC INTERNATIONAL GROUP CO., LIMITED",whois.nicenic.net,None,2022-09-27 16:21:09,2022-09-27 15:34:00,2023-09-27 15:34:00,ELMO.NS.CLOUDFLARE.COM,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,support@nicenic.net,unsigned,DOMAIN PRIVACY,DOMAIN PRIVACY,"ROOM 1704, HANG LUNG CENTRE,PATERSON STREET, CAUSEWAY BAY, HONG KONG.",HK,HK,100000,CN
7866156,HHMJJG.COM,"Hong Kong Juming Network Technology Co., Ltd.",whois.gathernames.com,None,2022-10-20 06:02:59,2021-10-24 18:05:04,2022-10-24 18:05:04,A.SHARE-DNS.COM,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@gathernames.com,unsigned,Redacted for privacy,Redacted for privacy,Redacted for privacy,Redacted for privacy,TOKYO,Redacted for privacy,JP
7866155,WEEBLYSITE.COM,Safenames Ltd,whois.safenames.net,None,2021-12-19 08:38:39,2012-12-19 04:07:22,2022-12-19 04:07:22,DNS1.P08.NSONE.NET,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@safenames.net,unsigned,"Data protected, not disclosed",None,"['460 Bryant St.', '100']",San Francisco,CA,94107,US
7866154,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866153,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866152,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866151,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866150,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866149,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866148,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866147,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866146,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866145,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866144,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866143,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866142,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866141,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866140,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866139,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866138,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866137,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866136,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866135,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866134,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866133,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866132,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866131,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866130,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866129,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866128,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866127,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866126,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866124,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866123,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866122,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866121,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866120,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866119,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866118,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866117,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866116,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866115,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866114,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866113,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866112,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866109,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866108,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866107,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866106,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866105,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7866104,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
